           1   1.1733192676251840E-004
           2  -9.9784208365594505E-005
           3   8.7923906635222686E-005
           4  -8.8584884872392242E-005
           5   6.6711333687348944E-005
           6  -8.1361791813558361E-005
           7   5.0458430994806281E-005
           8  -7.6980609839808641E-005
           9   3.7173252090704517E-005
          10  -7.4803612358659895E-005
          11   2.5494373187874842E-005
          12  -7.4468560204146722E-005
          13   1.4371257909270412E-005
          14  -7.5676794468742772E-005
          15   3.2048003714089987E-006
          16  -7.6330440294553037E-005
          17  -1.1935224628300987E-006
          18  -4.5465682859694861E-005
          19   1.0063430864377160E-004
          20   3.0885946329687187E-004
          21   1.0137344069263449E-003
          22   2.4258560787387422E-003
          23   5.1437133489824977E-003
          24   9.5304514825416391E-003
          25   1.5911625891678140E-002
          26   2.4234016920022600E-002
          27   3.4490984299576692E-002
          28   4.6126817318288965E-002
          29   5.9356190801503970E-002
          30   7.3237258342748607E-002
          31   8.8434344547389493E-002
          32  0.10393754190902582     
          33  0.12017959557431335     
          34  0.13745066588396210     
          35  0.15350270544900999     
          36  0.17381589417681653     
          37  0.18743260938911863     
          38  0.21380256255244598     
          39  0.22101993788347674     
          40  0.25817865130778600     
          41  0.25442364019661956     
          42  0.30459863239523333     
          43  0.29118208950625546     
          44  0.34732491086703615     
          45  0.32886753883043940     
          46  0.39272142926501347     
          47  0.36698812873340814     
          48  0.43963707020002263     
          49  0.39713452042045272     
          50  0.49469485866029334     
          51  0.15801077977940192     
          52   9.0704923256192766E-004
          53   3.0101110088045896E-003
          54  -9.2325483186086652E-004
          55   1.1352982666410891E-003
          56  -4.5158556140409732E-004
          57   5.8030799212004027E-004
          58  -2.7364016808568894E-004
          59   3.4787968208796895E-004
          60  -1.8989062122582869E-004
          61   2.2928428473204421E-004
          62  -1.4428319553432323E-004
          63   1.6069447743733019E-004
          64  -1.1702570514470329E-004
