           1  -8.7897118690029371E-006
           2   8.7102354314107199E-006
           3  -8.6726991419048236E-006
           4   8.6750194736936427E-006
           5  -8.7218974489922334E-006
           6   8.8062948246875990E-006
           7  -8.9411008188094247E-006
           8   9.1142538276889372E-006
           9  -9.3475737592530522E-006
          10   9.6236889656119961E-006
          11  -9.9750030376285053E-006
          12   1.0378359668333371E-005
          13  -1.0879662333736663E-005
          14   1.1449386240799403E-005
          15  -1.2151812849498405E-005
          16   1.2950649078793429E-005
          17  -1.3935617723496218E-005
          18   1.5081040816567411E-005
          19  -1.6303338480460484E-005
          20   1.9805573980805110E-005
          21  -6.0080850896304548E-006
          22   1.2016759278891815E-004
          23   5.3694389405666422E-004
          24   2.6829528196749327E-003
          25   1.0305790016895166E-002
          26   3.1994003058990104E-002
          27   7.9885385867287315E-002
          28  0.15980570344144357     
          29  0.27483494434947481     
          30  0.40812471631637343     
          31  0.56683260406392866     
          32  0.71064559690833806     
          33  0.87162502502401351     
          34  0.95646191008851400     
          35  0.96272339399409712     
          36  0.48294339052530522     
          37  0.13423350519553987     
          38   4.1003860223834787E-002
          39   1.0929639933089135E-002
          40   2.8811950744532982E-003
          41   4.6343016561962460E-004
          42   1.7434631721202767E-004
          43  -4.5539375367153524E-005
          44   5.0198156135927907E-005
          45  -3.9763385789140493E-005
          46   3.3810978781244297E-005
          47  -2.8874838407453887E-005
          48   2.5197152018132040E-005
          49  -2.2148055936735701E-005
          50   1.9795200882250676E-005
          51  -1.7796978822253052E-005
          52   1.6218466258656809E-005
          53  -1.4854569878250287E-005
          54   1.3759128756464791E-005
          55  -1.2802251607952362E-005
          56   1.2025718370053875E-005
          57  -1.1344399665563485E-005
          58   1.0789472427455103E-005
          59  -1.0304309344853374E-005
          60   9.9112201188678526E-006
          61  -9.5729041015187287E-006
          62   9.3042708639456469E-006
          63  -9.0819819158898888E-006
          64   8.9146412392849321E-006
