           1   2.5914158929370272E-007
           2  -2.5769485061766727E-007
           3   2.5743982753439564E-007
           4  -2.5837363748223572E-007
           5   2.6050905030759810E-007
           6  -2.6389186519529812E-007
           7   2.6857534151271124E-007
           8  -2.7466032110318232E-007
           9   2.8224996853428892E-007
          10  -2.9151528657312976E-007
          11   3.0262828925229500E-007
          12  -3.1585819928205207E-007
          13   3.3148007335393007E-007
          14  -3.4991081530573933E-007
          15   3.7159093568523394E-007
          16  -3.9713931816093465E-007
          17   4.2792520304094373E-007
          18  -4.5449401054761255E-007
          19   6.1837909106625179E-007
          20   6.4042526454185174E-007
          21   1.1177566372338226E-005
          22   7.6326323263279183E-005
          23   4.6536368822397135E-004
          24   2.3134826443609773E-003
          25   9.4747149393996418E-003
          26   3.1624419910976004E-002
          27   8.5373409575367806E-002
          28  0.18733383001567008     
          29  0.34147435675847765     
          30  0.53487566749076154     
          31  0.73954755120925764     
          32  0.91515221540524394     
          33  0.99537071508177555     
          34  0.88388651172835309     
          35  0.56660742100876382     
          36  0.26584140099394782     
          37  0.10290107562431523     
          38   3.4236647174537303E-002
          39   9.7446685449630952E-003
          40   2.3298072584834874E-003
          41   4.6734851138256257E-004
          42   7.5491483065683062E-005
          43   1.1861644689311183E-005
          44   9.0258185751105906E-008
          45   1.0651266376924676E-006
          46  -8.1996284951857380E-007
          47   7.2939763542475923E-007
          48  -6.4751714902701791E-007
          49   5.8097148013373646E-007
          50  -5.2587409160899366E-007
          51   4.8005325424113240E-007
          52  -4.4161708480666157E-007
          53   4.0927715507691866E-007
          54  -3.8189326705843482E-007
          55   3.5868920192381257E-007
          56  -3.3895562311218620E-007
          57   3.2221152042453130E-007
          58  -3.0800505615005017E-007
          59   2.9603220206510960E-007
          60  -2.8600220021647360E-007
          61   2.7772203262199523E-007
          62  -2.7100715915777975E-007
          63   2.6573814904400268E-007
          64  -2.6180525346926459E-007
