           1   9.9063299795388950E-005
           2  -1.0126780463796717E-004
           3   8.6596239629498287E-005
           4  -9.4854461638485953E-005
           5   7.6852889083352610E-005
           6  -9.0489343337775806E-005
           7   6.8969272257600806E-005
           8  -8.7773214364580369E-005
           9   6.2276743034726993E-005
          10  -8.6410031497990042E-005
          11   5.6174417383474003E-005
          12  -8.6126309576990801E-005
          13   5.0002872203687367E-005
          14  -8.6548608558414936E-005
          15   4.2867161314329781E-005
          16  -8.6917427282224855E-005
          17   3.3408500623625131E-005
          18  -8.4440448039555758E-005
          19   2.4337922607906693E-005
          20  -4.0910786561850062E-005
          21   1.5845482748835530E-004
          22   6.6523535354297519E-004
          23   2.3054550848699740E-003
          24   6.7711045250915154E-003
          25   1.5191398741694747E-002
          26   2.9945916503281125E-002
          27   4.9814361402789130E-002
          28   7.5377527592137228E-002
          29  0.10497284300695750     
          30  0.13781784438585382     
          31  0.17286112988672328     
          32  0.21410300550257835     
          33  0.24360047506021679     
          34  0.31445398256782597     
          35  0.29739435925423702     
          36  0.47717222735786308     
          37  0.35967023945555660     
          38  0.54633241625895090     
          39  0.47512387905141562     
          40  0.65413361487292099     
          41  0.53181357855054123     
          42  0.75241093853661323     
          43  0.24307837336920085     
          44  -2.1662525093622260E-003
          45   5.8161865489737008E-003
          46  -1.6463496609196674E-003
          47   2.0224208229910928E-003
          48  -8.2543643981301948E-004
          49   1.0046464425806144E-003
          50  -5.0329043203276957E-004
          51   5.9757022306153036E-004
          52  -3.4543049342490242E-004
          53   3.9660242336117898E-004
          54  -2.5642544457153932E-004
          55   2.8365251760296392E-004
          56  -2.0143198980084712E-004
          57   2.1431637580563131E-004
          58  -1.6526613903972284E-004
          59   1.6893822947681333E-004
          60  -1.4043687438022306E-004
          61   1.3775697972115696E-004
          62  -1.2289926782410872E-004
          63   1.1548742717148709E-004
          64  -1.1031654466522323E-004
